Temperature (K)	Precipitation (Kg/m^2/s)	Cloud Fraction(%)	Humidity (%)	Wind (m/s)
293.66956	1.4961509e-07	98.22911	77.46668	6.524505
294.40485	9.47021e-10	54.136723	67.62615	6.1732454
293.8081	1.8263756e-09	65.95585	66.92233	8.284248
293.7266	1.8587749e-06	66.317764	75.37654	7.1236796
294.43817	2.2917227e-07	83.569786	81.833984	6.553189
294.98483	2.8750334e-05	99.99995	93.02124	5.276022
296.62213	4.816712e-05	91.36833	95.11802	3.7675014
296.7282	1.3014917e-05	93.030014	93.14498	2.4473913
294.85184	2.9768278e-06	94.33109	71.15152	8.206924
291.67523	3.044387e-08	22.414688	51.912907	9.995287
288.55447	5.297597e-19	2.3129648e-16	47.106476	9.99807
288.91226	1.3053318e-08	22.22612	58.15861	8.730434
291.13043	6.7428136e-06	99.54888	70.16745	8.523875
292.21997	5.7963567e-09	49.446545	67.451675	7.264003
293.5622	9.968642e-06	99.9875	76.83551	7.954587
293.79834	5.6718645e-06	60.41669	77.028145	7.4091477
294.1815	2.6469226e-16	27.629185	71.097244	5.7111015
294.24878	3.2354576e-06	14.077231	74.809166	5.3084626
294.289	5.4327666e-06	98.80045	72.19352	6.2983074
293.91217	9.780242e-08	99.90625	68.57814	6.5657163
291.2101	4.9578922e-08	95.665886	70.747406	9.938852
291.0481	8.933897e-06	99.99792	74.395226	10.434183
290.52045	5.797193e-05	99.98958	80.105385	11.866405
288.3279	4.159041e-05	100.0	86.52256	12.206325
288.49918	4.9648797e-06	99.491295	82.02289	10.525267
291.08932	2.7604613e-06	99.9875	77.07551	9.113157
292.8353	9.301303e-08	100.0	76.26066	8.932174
293.64542	6.952578e-06	90.500984	78.502266	8.488672
293.76947	4.026723e-05	99.97917	82.64521	7.328759
293.8831	1.8237033e-05	99.90833	81.217445	7.2488604
294.03302	7.0245822e-09	99.95625	74.91145	8.26074
293.5383	3.7913755e-11	61.917675	73.707115	8.441417
293.9138	1.6707475e-08	45.25285	64.038826	8.448281
291.51083	1.7349631e-13	0.003137459	63.93478	7.497604
291.88507	5.030005e-07	29.952553	70.49043	5.7377205
293.056	4.442967e-07	94.82639	72.90335	6.8374743
293.12656	1.7532518e-06	94.39549	72.34964	5.679207
293.23114	1.1477081e-10	16.318922	71.953415	5.0467052
293.91614	1.1853581e-05	50.000084	69.93972	5.0931315
293.60608	9.442587e-05	95.00333	90.56475	3.6324
294.19556	4.8699647e-05	45.94579	92.98696	2.3233368
294.86877	8.408878e-06	25.364256	88.48117	3.7500584
294.57806	6.7391315e-06	77.206764	90.14719	2.890549
293.29816	4.341327e-06	95.55405	86.110435	6.8527417
292.68848	7.2976906e-07	86.39953	74.81072	7.9723697
292.38153	2.590536e-07	93.35445	76.293106	6.2637906
293.20343	7.8219614e-08	96.580864	76.65393	5.747752
292.39468	4.950604e-11	51.44418	70.89467	7.3636374
291.39014	3.3416627e-06	57.70464	76.651764	8.849014
292.2233	1.0301904e-05	74.33841	81.693436	7.8296204
293.62576	7.5469776e-11	0.10787104	76.74545	4.9772196
293.8973	5.4392335e-10	18.16932	74.32081	4.3182235
293.50372	1.06452e-05	38.934166	76.21589	4.235238
293.73068	2.9693658e-06	30.247215	78.80514	4.144202
294.16107	1.3345017e-06	14.5651455	80.93602	4.6568737
294.3247	2.8541856e-06	3.4998636	82.39599	3.4808147
294.46252	1.08786684e-13	3.7281356e-05	77.15477	1.9856477
295.24188	3.0127328e-08	2.1103911	75.439064	3.5395114
293.80365	5.087546e-08	44.579803	73.94273	7.739349
293.89395	2.802781e-05	100.0	80.403244	6.652489
295.6729	1.31498755e-05	61.80231	93.6635	4.2692246
295.3156	1.2470585e-05	42.128487	94.211395	2.4076674
293.1528	5.4310576e-06	67.77746	80.62835	4.4056077
294.94147	1.9829757e-05	92.57719	92.14586	3.170846
292.47476	1.5613297e-05	92.66781	87.5384	6.6968527
292.44223	7.2240605e-09	33.60748	76.414345	6.4801593
294.08075	5.1489154e-05	68.67159	83.93217	6.535215
293.17206	9.900679e-05	99.99916	93.41739	5.7882085
290.61945	2.3474422e-07	96.970085	77.52304	8.41871
292.21005	1.4445138e-05	96.2606	82.82206	7.504292
293.86285	0.00012499517	100.0	92.01298	5.603135
295.04755	4.9938117e-05	93.14484	89.57479	4.2048187
295.3649	1.6730547e-06	10.945843	87.2727	3.794884
295.49176	4.766322e-06	8.035423	85.28988	5.8000417
295.4587	8.52262e-06	35.208096	87.10573	5.122034
295.35022	2.8370162e-06	5.279275	87.70872	3.484151
295.67737	7.832113e-07	24.610203	81.83725	5.0907764
292.63278	2.804773e-05	99.91157	91.51811	4.516125
294.55038	2.510028e-06	77.047905	89.29641	4.7153673
294.113	5.812931e-07	100.0	87.4931	4.440491
291.82297	6.225686e-08	99.985435	80.500244	7.012082
293.62744	2.4494728e-05	99.97843	91.28201	5.5116205
292.83185	5.8594187e-06	94.33699	92.28527	5.4264283
288.4633	7.58036e-10	46.755306	74.3784	8.078674
291.4424	8.512882e-06	77.590164	80.23455	6.321091
291.50897	1.2687439e-05	95.54646	92.457794	6.60168
294.5616	1.0534199e-06	97.4079	79.46245	6.3471317
294.64792	4.5172982e-10	45.962418	71.06662	7.451744
293.9249	1.2054575e-06	89.57979	73.87134	7.5508795
294.53848	2.1851856e-05	96.973335	87.36584	5.8512783
295.7394	1.2036978e-06	100.0	86.813774	5.8851
296.23636	1.43949705e-08	45.130447	85.37718	5.4420576
296.18573	2.3332832e-07	31.527063	86.22013	3.5524702
294.75085	2.5905803e-07	54.21093	83.3849	4.9837856
293.6745	1.0758381e-05	99.19854	84.330986	7.0722423
295.3681	2.6166923e-05	99.92494	85.69786	6.5802207
295.79868	3.2534714e-07	19.253237	82.70031	3.8970315
296.1935	6.052982e-09	23.781603	84.65367	4.8371425
296.9534	2.135398e-08	89.95714	85.681175	7.029086
296.9915	5.061736e-08	97.41485	87.34148	6.2719855
297.14304	5.760683e-08	98.387054	87.080894	4.4348335
294.9713	6.1552106e-07	99.80428	91.32299	3.8382032
295.6649	6.445022e-08	44.008854	87.18604	3.3396807
296.97968	1.2119212e-06	63.011505	94.85524	2.1301112
297.13174	9.544717e-06	36.32064	93.42933	1.8238242
296.7316	4.9384516e-06	61.522408	91.03166	2.2419324
296.49124	2.8677373e-06	32.63319	83.70695	3.3191936
297.13235	9.888959e-06	49.034878	86.22799	4.233122
296.98	2.1591984e-05	99.78529	90.060555	3.5231888
297.02878	4.440414e-06	24.891033	86.001816	3.6280472
297.32877	2.555942e-06	5.192506	83.08692	4.4619985
297.66623	2.0985638e-06	4.651829	81.8119	5.9060907
297.64108	1.3579898e-06	4.5869017	81.61919	4.31864
297.67825	9.1607006e-07	56.537117	76.24774	3.5571463
296.51923	3.2827602e-17	0.0	60.404163	3.2781372
297.57278	2.4550746e-09	0.13176139	66.975	3.3823223
297.9662	4.414245e-07	15.309188	81.24391	4.3822813
298.5592	2.5856084e-06	13.014012	86.18531	6.095263
298.79987	3.0064825e-06	8.79465	87.81024	5.0600977
297.46628	4.309953e-06	53.884495	83.00713	4.738872
294.78616	8.944268e-07	99.88181	84.40291	6.222789
297.35037	1.6095804e-05	85.34817	86.360954	4.666168
298.35226	2.4546871e-05	55.064648	82.36453	6.484551
298.21295	2.850327e-07	48.33661	79.016914	4.6107936
298.3351	4.3138718e-07	86.50357	82.54376	3.1159024
298.60825	6.062976e-07	92.0408	83.59672	1.6017133
298.65552	1.6936907e-06	27.919569	85.202736	3.7777228
298.86856	3.2085138e-06	34.83435	85.007034	5.578898
299.18362	1.6875142e-06	62.818615	81.76175	6.39863
299.55032	2.6987093e-06	99.9	83.30663	6.071826
299.45734	2.815845e-06	73.89844	84.00227	6.2883353
299.6748	1.7183627e-06	43.098145	84.12208	5.9973454
299.4582	6.9208334e-05	81.482315	86.53196	5.386236
296.49203	2.7591084e-05	68.39766	80.78813	6.3727336
296.5402	2.135857e-16	8.076576e-08	69.55369	4.270491
297.69205	1.157041e-16	5.8026377e-08	69.028725	2.7551088
298.42526	3.0890531e-15	1.4160481e-09	74.04796	3.2741244
298.90332	2.530915e-09	3.1894722	75.26467	4.618064
299.4668	7.9152727e-07	15.351422	78.0871	5.4983597
299.6965	1.6847115e-06	78.24133	82.57714	6.0350127
299.60468	0.00015099611	99.82274	89.6421	5.784843
299.0214	8.061004e-05	79.22107	91.25144	1.8184016
299.18918	0.00036951472	96.982994	92.240005	4.232555
299.79214	0.00010683065	89.22459	89.35148	6.5936704
300.282	2.1041211e-08	79.99402	87.199585	5.891156
300.30423	8.750148e-09	85.7265	86.07422	5.3528657
300.25894	1.2987811e-06	71.1582	85.05783	4.9425855
300.33575	1.3517686e-06	65.653725	84.735435	4.8125854
300.31906	1.8216732e-06	6.710821	86.55642	4.586777
300.36185	3.325617e-06	1.645571	85.544136	5.1577883
300.4596	3.0269828e-06	2.0159056	83.95627	5.4220495
300.57913	2.362765e-06	20.040276	83.29665	5.4061832
300.3984	1.8324802e-06	83.36788	81.783844	4.800122
300.04	9.744332e-07	53.783627	82.00207	4.065826
300.09393	1.9740867e-06	2.0459664	81.56531	4.5106597
300.409	2.5972945e-06	38.963768	80.86774	4.7946005
300.69656	2.5680797e-06	59.788548	82.034805	5.2927775
300.6692	8.2529726e-07	84.783356	80.6975	4.38325
300.6802	4.8465574e-09	71.73465	80.644295	4.5077353
301.28613	3.3954595e-05	79.51124	86.04902	4.7529516
301.031	0.00017844212	99.98334	91.54534	4.0934677
301.24493	3.5321205e-05	99.9125	89.1154	3.50592
301.16653	1.1445995e-05	88.45135	85.86769	2.7578025
300.96466	2.4867599e-05	89.764305	86.61082	3.8733695
300.3806	5.2295873e-05	99.933334	91.681366	2.6737766
300.88565	3.6392998e-05	99.910416	84.24042	4.597297
300.8069	8.364215e-05	99.93125	87.61022	4.5211577
301.01132	4.8989234e-05	99.927086	89.924164	5.147696
301.59097	1.0625719e-05	99.92917	84.75643	7.240902
301.83084	2.096465e-05	56.93311	84.70946	7.925323
301.91132	9.06751e-06	80.83599	84.89652	7.240539
301.91565	3.133601e-06	35.372257	83.125565	6.5435414
301.9218	1.9678698e-06	22.309443	82.73004	6.2188597
302.2453	4.406531e-06	44.80135	83.16358	6.6891146
302.2759	3.1392767e-05	99.90833	89.37593	6.1002917
302.09976	7.765276e-05	99.9125	89.99962	5.197954
301.75253	5.2549745e-05	96.91954	90.964775	4.9813113
301.92435	3.4558536e-05	92.73177	87.67706	6.2716784
302.07425	6.3765074e-05	99.9	87.87224	6.684937
302.075	5.301187e-05	47.349243	87.997055	5.1274614
302.128	1.5912465e-05	95.32994	85.41038	3.954548
302.11804	1.2056911e-06	39.066135	82.1009	4.2041273
302.23734	7.613046e-07	30.091372	80.69272	5.711563
302.59024	3.9937595e-07	91.58724	81.674126	7.1394534
302.95474	1.5341898e-07	83.811874	86.69139	7.6639924
303.14767	1.2247281e-05	99.523056	90.49937	7.009602
303.12088	2.4771607e-05	99.95416	91.25021	6.94724
303.02383	1.1648008e-05	99.91458	90.640564	7.184054
302.97455	2.2827518e-05	99.9	89.41556	7.0327234
302.82748	7.1629926e-05	90.633545	90.250694	6.9052176
302.74982	5.947503e-05	99.9	89.23595	6.8504043
302.93646	4.985275e-05	99.9	87.0168	7.90376
303.23322	1.59226e-05	99.9	85.801575	8.464656
303.24554	3.522596e-06	99.9	85.20071	7.0489836
303.20065	7.389014e-07	63.255142	84.08226	7.6816635
303.0333	2.293318e-06	73.323044	83.062225	9.026673
302.8985	4.905329e-06	63.34083	81.69864	9.255256
302.90018	1.6442686e-05	99.9	82.474815	8.958069
302.9033	1.42754e-05	58.69062	82.47612	8.221933
302.92303	2.3507695e-05	99.9	83.877945	7.9017406
302.97037	1.4831529e-05	99.9	83.71186	7.4789963
303.07947	6.300197e-06	94.34551	82.14245	6.8558025
302.72906	2.4776467e-05	99.9	84.27436	6.612581
302.73953	1.064401e-05	70.903244	82.53332	6.10636
302.60907	3.6221768e-06	62.74969	81.30205	4.6041765
302.39725	4.1668536e-06	99.9	81.10517	3.3638601
302.3955	1.0816829e-05	99.9	81.37037	4.138086
302.56802	3.6547297e-06	84.56357	81.005974	4.480107
302.8926	8.8109e-07	35.35996	78.97555	3.779178
303.6964	7.809217e-05	97.72509	80.187546	5.349194
302.88193	0.0004104252	99.98541	90.90543	4.6715546
302.93182	5.732654e-05	92.56952	85.77444	4.9030147
302.98456	0.00011034092	79.641426	83.51578	5.9729385
302.92682	0.00019036776	93.641754	85.88267	8.63619
302.8058	0.00027405028	98.92667	89.10705	9.251911
303.14224	8.143512e-05	82.52	87.543015	8.17796
303.06738	1.1153342e-05	6.6484222	83.52942	5.6496367
302.93152	8.953797e-06	6.847815	80.61343	5.568016
303.15027	1.0580208e-05	8.178004	80.21475	7.659636
303.32114	7.3953597e-06	11.367245	80.656715	8.885378
303.6219	2.840224e-07	12.205129	76.72283	4.74255
304.2423	3.182782e-14	24.820784	79.55982	5.2291183
304.34686	4.1585278e-07	97.208984	82.701904	4.207463
304.21152	4.6883877e-05	80.14677	86.58857	4.8196883
303.88928	0.00017927999	98.26225	89.771034	4.9612923
303.17102	0.00071888	99.93542	91.413155	5.3539147
302.6807	0.0006862049	99.9375	91.58332	4.5640254
302.13428	0.00074043777	99.9625	92.81737	3.8176718
301.98773	0.0004666784	99.947914	92.028694	2.8252103
301.9924	0.0001242546	69.37165	91.999344	2.7979238
303.70847	1.513207e-05	64.85934	82.30112	3.9354887
304.9679	2.3285278e-05	59.947277	79.80822	6.2459483
304.28348	7.82209e-06	99.9	83.274315	6.2888613
303.6529	5.946241e-05	99.5794	87.1948	5.2561502
303.52527	9.5179435e-05	99.91458	86.394005	7.267772
303.5685	5.098924e-05	79.484344	84.742905	7.809538
303.36127	4.15629e-05	47.36485	83.482376	7.4206414
303.1357	3.7127455e-05	58.64274	83.043274	7.215346
303.40692	1.5628626e-05	99.9	82.97935	6.4194016
303.3873	3.8748817e-06	99.9	82.126	5.698957
303.3322	2.1139497e-06	83.974365	81.88066	5.609161
303.48566	2.4589633e-06	56.461132	80.93827	5.508404
303.40366	1.8666857e-06	99.9	80.08028	5.238184
303.01337	9.422848e-07	43.34122	78.99048	4.0607233
302.59106	2.1429163e-07	9.082271	77.92276	2.8839436
302.576	1.7637626e-09	55.0752	76.118484	3.3239844
302.97998	2.674037e-07	75.663605	76.73916	4.142884
303.3721	2.77992e-06	82.36455	79.75323	5.1017056
303.37222	3.3970173e-06	36.520496	78.82262	5.1461377
303.53943	1.2088564e-05	99.9	80.84389	4.783447
303.4218	4.3393233e-05	99.9	84.871475	4.687834
303.41794	6.527163e-05	99.91458	88.078094	4.317766
303.61353	4.91506e-05	97.42526	85.958115	5.6289396
304.6728	8.091994e-05	62.347782	75.0082	9.962957
303.4464	0.00092072604	99.95833	87.594406	12.945745
302.999	0.0006850194	99.95209	89.43662	9.035089
302.0969	0.0002769667	99.95416	93.06341	3.8612194
303.05258	8.175175e-05	47.698353	85.5784	4.018224
303.69357	4.976158e-05	70.075035	79.602875	3.0372252
302.75705	7.312473e-05	99.900185	88.62945	3.4869354
303.80704	2.469856e-06	30.572643	80.19489	4.0947003
304.0413	4.2701773e-05	74.81162	83.95043	3.7985892
304.03616	5.3444186e-05	41.045094	82.51127	1.7766477
302.99475	5.6861314e-05	79.020485	82.88388	3.0566869
305.102	1.5131338e-05	76.73066	69.87871	4.1689124
305.8204	3.308817e-06	99.9	68.46252	6.097951
305.3036	5.090643e-06	71.33133	75.59206	6.5645747
304.1302	9.863221e-06	28.307343	83.92532	5.339075
303.64844	9.784774e-06	49.84742	81.24517	2.5299516
303.50598	3.366078e-05	19.357084	81.77416	4.117094
303.5033	6.1857296e-05	41.250847	82.43399	6.892523
302.80655	0.0001422614	58.892166	88.75063	5.835575
303.36673	4.2697353e-05	16.273348	82.470726	7.029801
303.87	4.1752166e-05	19.275267	81.40721	8.136326
303.3901	5.1492676e-05	44.254227	84.5547	7.4631534
303.31244	1.985729e-05	99.10918	83.98312	5.924982
303.43506	7.648379e-06	64.03223	81.99758	5.3135886
303.59192	2.520253e-06	75.56554	79.63848	4.567217
303.88452	1.39411295e-05	66.35125	80.085236	3.4159377
302.38364	0.0003841152	99.98125	89.115036	2.975792
301.99716	0.00051200856	99.490776	87.731415	2.519399
301.77673	0.0005326359	99.918755	89.95197	2.3373275
302.08633	0.00023366502	99.9	90.25655	3.0457578
302.40424	9.0549445e-05	47.896496	84.5757	2.7717755
303.1052	6.9587324e-05	15.956788	76.06353	5.546539
302.18295	0.00013695213	28.204554	83.15484	7.763778
302.27484	0.00011084827	24.830242	84.16987	7.377526
302.4115	7.630196e-05	19.84726	82.78002	6.969836
302.67514	2.0520527e-05	11.136739	80.82315	5.882969
302.92776	3.618415e-05	13.671076	82.18179	4.266283
303.44534	4.28032e-05	17.954601	80.93447	5.3762355
303.69778	4.814655e-05	65.01158	78.32693	7.04784
303.10904	9.417145e-05	75.58823	83.98715	8.425047
302.76056	9.832164e-05	61.61855	86.332054	8.356979
302.38858	0.00012134747	99.9125	87.02019	7.8586984
302.4204	8.5290325e-05	64.28313	83.713455	6.9692216
302.90442	3.1417864e-07	5.015873	70.43169	6.2520833
303.08707	1.5048175e-05	13.345523	72.45077	4.442892
302.51416	5.0408547e-05	96.97928	78.86251	2.019247
302.20944	1.307542e-09	96.80787	63.867718	6.5049934
301.16684	7.3147777e-07	18.454508	64.548645	5.7678685
301.68124	2.552715e-08	2.7180638	58.481174	5.8242617
301.59973	4.2472234e-07	6.0044823	62.985367	6.838507
301.78998	8.15674e-08	40.61466	62.28638	6.906736
302.06613	3.471478e-08	80.39364	65.05713	7.1388655
301.77673	2.0974876e-07	99.9	67.73532	7.4727077
301.2421	2.0727894e-06	21.68133	69.59238	7.6923213
300.8345	1.7204208e-06	3.45399	68.45773	6.5544233
300.67526	9.1449994e-07	10.948542	67.86276	5.317322
300.8472	9.509756e-08	0.7747854	65.96971	3.243626
301.54163	1.3054731e-09	13.107315	61.079857	5.627065
300.13416	2.2858767e-05	74.51917	71.884315	7.8399663
300.32465	9.4809326e-07	74.08674	63.57356	7.627511
300.36475	1.2372059e-06	96.01208	68.417984	6.4125347
300.63382	1.9523184e-06	16.093046	67.121445	4.132787
299.91357	4.384205e-07	50.10626	62.081608	7.22497
299.11057	3.8921467e-08	99.97083	54.31397	7.577556
299.7591	4.8562265e-06	99.98541	72.03282	6.990367
299.82053	1.5812451e-06	99.9	70.6896	6.2996674
299.7774	2.188619e-07	85.02792	71.75507	5.9366164
298.29684	2.157768e-06	95.987495	82.17137	6.702461
300.05386	4.879392e-06	73.85526	73.00506	5.645941
299.98877	3.966191e-08	7.944177	69.25668	5.7776723
299.91364	1.5893496e-06	81.36873	72.804665	4.542503
300.20865	2.4440345e-05	39.37221	80.41252	5.1052976
300.56506	2.9787059e-06	4.4553857	78.39668	5.3732142
300.5472	2.2841086e-06	49.458447	79.69863	5.121969
300.54083	7.951637e-06	10.938789	81.38548	4.2339053
300.42664	7.822242e-06	43.159927	80.0557	4.1825314
299.93118	3.4828765e-05	72.17588	85.24494	3.7883916
300.09515	3.393078e-05	16.520128	88.93974	3.5790095
300.37906	1.7383156e-05	63.58599	87.00077	3.609563
300.46527	3.7158034e-06	19.838966	83.62959	3.1222596
300.581	1.0597795e-05	7.0018573	84.411224	4.134939
299.12094	2.9717294e-06	8.413101	77.72219	7.5912786
295.58807	4.073473e-08	99.954346	79.925934	10.089572
294.3795	2.6563104e-10	0.03178242	77.078125	10.142725
296.27762	1.1019571e-10	24.268398	75.009575	7.47237
298.3333	1.10347294e-07	47.875797	77.962204	5.8700185
299.8344	9.537009e-07	32.461132	77.43502	6.171914
299.43958	0.00030636243	99.97917	89.11005	5.5584025
299.18063	0.0002032947	64.822945	92.92597	4.4145694
298.89227	8.638454e-05	32.443844	90.973465	4.6645827
296.19757	5.6494805e-08	20.677864	79.08455	7.631844
298.22034	9.384933e-05	48.7231	88.28827	5.12583
298.53	7.98163e-05	16.907942	88.307915	5.6391125
295.68774	2.6780458e-07	39.735256	82.01464	9.168101
293.25916	2.1989164e-05	98.73466	86.68057	9.509022
294.98996	1.534263e-07	42.858063	84.23594	8.408493
295.70987	1.029166e-08	0.00020833334	66.62072	8.944178
296.17706	5.265041e-08	52.08806	69.5009	7.455204
296.62653	5.97319e-07	93.40324	73.6474	6.473671
294.98468	5.8850725e-07	89.18319	75.33241	6.9435496
292.54266	9.0075325e-10	46.69674	66.81365	8.936945
293.57986	3.7350643e-09	3.602885	52.392277	8.222469
294.22903	1.9506421e-08	36.664436	58.03609	6.104323
295.19833	5.799205e-06	78.66818	61.3081	5.173243
295.25052	8.23468e-06	66.01384	71.320984	6.093583
296.28555	1.1224831e-07	30.806545	64.2808	6.3351383
296.04318	1.7555287e-08	55.420513	59.84082	5.4243975
296.1342	1.9891496e-07	96.52266	62.07072	5.0273466
296.23886	9.570769e-06	82.68835	75.93736	6.624176
296.55414	8.098731e-07	39.044304	72.8801	8.141515
296.39124	9.335879e-08	63.915104	70.91523	7.652168
296.2507	5.037285e-06	99.77625	75.66886	7.9309
296.39893	1.011569e-06	99.92917	74.065155	7.665128
296.09946	1.9548283e-09	68.9407	67.50712	6.980565
295.73578	3.2660565e-09	63.403275	72.25004	6.4743977
296.31754	3.702773e-09	57.96226	72.54166	6.915825
295.85056	2.4678424e-09	56.480873	70.33668	6.706677
295.99078	8.0153825e-13	44.86074	63.810143	5.5815377
296.10312	5.8281756e-07	99.918755	74.78422	5.870927
296.28537	6.985744e-07	99.98125	79.381516	5.823249
296.57974	2.1838346e-10	91.76099	74.39536	4.008528
296.4592	1.2089584e-11	92.35755	78.17361	3.361933
291.83264	1.2477133e-16	90.23233	59.0084	11.2373705
287.84756	1.7803539e-07	91.69438	58.758636	10.660656
289.70425	7.635932e-06	99.207664	62.93138	8.305441
290.5612	9.9632525e-05	98.95403	88.439644	8.06663
292.0445	1.28236325e-05	100.0	93.32455	7.5593653
290.64627	4.3083193e-05	99.99256	94.69768	8.012577
289.4919	6.348488e-05	99.87004	95.519135	7.777649
287.54245	2.3480708e-05	99.8183	90.64761	7.3838234
291.2261	7.1847106e-10	52.16942	84.47143	4.1992874
291.82965	2.439143e-09	18.7484	72.20473	7.4606676
291.75073	4.1504887e-07	74.76345	71.45658	8.314762
291.48416	8.161778e-06	100.0	68.96266	9.276044
291.84018	1.5760055e-06	100.0	78.35697	7.564302
293.01263	5.485483e-08	73.85295	77.41648	6.6608663
294.43436	6.1621686e-10	96.29298	74.00453	5.246427
295.20724	4.344849e-06	99.927086	78.92198	4.700227
295.26453	1.4262346e-05	99.97917	85.00868	3.8898256
295.22644	2.7302693e-05	99.953026	90.70752	3.962078
295.45035	2.2995306e-05	100.0	92.76817	3.001544
295.37997	7.5900857e-06	50.04337	90.34024	2.343135
295.86304	1.753604e-05	54.866302	88.1047	3.3843083
296.1288	5.165857e-06	32.132988	87.61057	3.3661797
295.6056	8.7510336e-05	92.89457	92.31948	3.4957707
293.04187	1.4549603e-06	16.758982	74.65219	6.2199044
293.6285	6.789241e-06	60.077297	82.554634	4.918604
295.38318	1.46304155e-05	74.9928	85.41468	5.8626823
295.376	9.842989e-06	49.59593	84.86185	4.161499
295.5343	1.1040073e-06	32.705402	77.57368	4.686316
295.6005	2.9213479e-07	14.966667	73.53495	5.397356
295.2727	4.4678054e-06	97.10741	76.59961	5.527108
289.1303	1.5777562e-07	99.975	64.31476	10.878522
288.67654	1.2969954e-08	18.314226	53.647633	7.9522305
293.22205	1.6173512e-05	98.16706	81.99057	4.6055207
295.23376	1.8831957e-05	100.0	89.16669	3.3923614
295.07874	3.2631808e-05	100.0	91.93739	4.131866
295.34497	3.8183807e-05	99.993744	90.09226	5.1021347
295.36102	3.8671194e-05	99.99792	91.84942	4.6461425
295.8128	1.2399545e-05	85.79866	91.028076	4.5193443
296.08084	0.00015746495	34.01745	90.91495	5.904664
294.09598	7.595542e-05	84.04817	90.47865	3.674237
293.61932	4.2123825e-06	97.35583	84.04229	4.6456704
294.46387	3.7618778e-05	56.639626	85.11331	3.904927
295.5414	7.731109e-05	69.29077	89.19174	5.298002
296.19565	4.922927e-05	73.99756	91.01586	4.79131
294.2897	1.1811984e-05	67.65227	92.35652	4.037173
290.30045	3.583767e-08	96.28425	80.20229	5.5269723
288.99222	1.3073306e-07	99.86522	80.189964	7.374229
287.49146	1.1595926e-07	100.0	82.21066	7.9040976
288.6446	4.9237443e-08	100.0	73.39865	5.9480834
290.6446	1.2964402e-08	79.93089	72.61065	4.7199535
291.88864	5.6089914e-11	7.5708637	70.349205	5.28594
292.2817	8.110019e-09	14.940159	76.019554	3.4261053
294.50223	6.177505e-10	12.552171	77.63853	2.5491416
295.05942	3.5927533e-07	4.6314187	78.63179	2.4594674
295.3002	3.7180964e-06	17.514622	83.99155	3.803102
294.92444	1.5005307e-05	99.422905	87.820015	4.590159
290.56943	1.1803052e-05	99.63367	90.61226	5.9804716
286.925	2.4472454e-05	99.98955	97.49422	8.796867
285.6832	1.709299e-05	100.0	97.20178	9.901199
287.34418	5.8758897e-06	99.16185	96.47992	7.7425013
291.6964	1.0271825e-06	92.47693	87.89387	4.3758807
293.12756	9.2837183e-07	80.64083	86.65277	3.6351054
294.19275	1.8107015e-06	98.35161	89.47288	4.4703083
294.8727	1.3979383e-05	98.59236	90.90945	4.860135
295.11188	2.7624406e-05	85.51403	94.857895	3.3476045
295.3199	9.72163e-07	92.946434	92.380104	2.165697
295.48187	2.8129452e-06	99.916664	90.4279	1.9132552
292.14392	5.0197004e-06	99.941666	76.863625	6.748416
293.31784	1.4707484e-09	99.9	79.547485	3.718348
295.59668	2.7289946e-06	99.9	92.116264	1.722663
295.7123	1.5344555e-06	85.01668	85.30026	3.188978
295.61273	1.5342113e-09	8.475554	83.46293	1.6682714
295.38156	5.1841715e-07	2.8767202	80.69275	2.4610171
295.7243	1.8279826e-06	53.42508	83.19913	3.3832428
296.38693	2.2516891e-05	99.98958	90.44988	3.920606
296.35672	2.6637623e-05	99.96875	94.02694	3.229961
296.8202	7.3710075e-06	54.553204	92.7076	2.8527968
296.99335	1.4508717e-05	39.828808	91.40118	3.198149
296.71777	9.580611e-06	38.70625	92.61705	2.0603933
296.19943	1.2407632e-05	90.15189	86.24583	4.4247437
294.01212	3.331945e-07	76.432396	90.61639	5.4434066
294.1344	5.995967e-09	24.172865	79.51983	5.2301826
294.7886	3.0139778e-05	92.95122	88.66653	3.3646903
296.3999	3.5706136e-05	66.46492	92.76929	1.3675853
296.08957	2.3203633e-05	97.92247	89.70683	2.5137916
295.83383	6.983525e-06	4.204109	82.97176	3.1333177
297.25632	1.3592552e-05	27.913609	88.055756	4.2987156
298.0689	1.9312488e-06	34.835667	88.4396	4.326818
297.8994	7.4442087e-06	23.191227	91.82249	2.432271
296.43494	5.310747e-07	86.48423	82.608	4.781106
295.78436	2.1836624e-06	73.80673	82.88405	4.672027
298.0119	5.8843675e-06	14.992964	89.68122	3.8516662
298.17758	3.68047e-06	79.401405	88.83339	3.419429
297.94186	5.1083375e-06	91.202065	86.44554	2.6880593
297.86218	3.717526e-07	59.804047	79.97652	1.3575175
297.7475	2.7120166e-07	32.18074	80.0496	3.9276838
298.27246	2.0397702e-07	89.56077	84.03978	3.3370142
298.48126	3.6243607e-06	9.350573	85.72539	5.3244743
298.54144	1.6346845e-05	24.979156	86.04867	4.620422
296.83505	3.3298707e-05	96.724144	90.52103	2.8634932
297.863	3.914208e-05	98.22611	90.151985	3.9509227
298.61752	5.4456505e-05	99.9	87.82587	6.579917
298.48282	0.00020514274	84.58567	91.321655	7.2050295
299.5035	4.3327086e-06	75.107765	85.182205	9.787104
299.45392	2.386337e-09	86.880615	86.212715	8.05559
299.28815	5.6836633e-08	73.47868	84.23537	5.587266
